name,iata_code,icao_code
Norse Air Charter,null,NRX
Norsk Helikopterservice,null,NKH
Norsk Luftambulanse,null,DOC
Nortavia,null,RTV
Air North,4N,ANT
North African Airways,null,null
North American Airlines,null,NTM
North American Jet Charter Group,null,SFH
North Atlantic Air,null,NAT
North Caribou Air,null,NCB
North Carolina Forest Service,null,FTK
North Central,null,NCJ
North East Charters,null,FRI
North-East Airlines,null,NEN
North East West South Airlines,null,NES
North Flying,null,NFA
North Air,null,GBF
North,null,KOT
North Star Air,0N,null
North Star Aviation,null,MVK
North Star Air Cargo,null,SBX
North-West,0E*,NWC
North-West Air Forest Fire Center,null,PTZ
North-Western Cargo International Airlines,CO,CNW
Aviation North,null,WLV
North-Wright Airways,HW,NWL
Northafrican Air Transport,null,NLL
Northaire Freight Lines,null,NFL
Northamptonshire School Of Flying,null,NSF
Northeast Aviation,null,BIT
Northeast Airlines,null,NEE
Northeast Aviation,null,NPX
Northeastern Aviation Corporation,null,NEW
Northern Air Cargo,NC*,NAC
Northern Air Charter,null,NLI
Northern Executive Aviation,null,NEX
Northern Aviation,null,GPO
Northern Helicopter,null,NHC
Northern Illinois Commuter,null,NIC
Northern Illinois Flight Center,null,NUS
Northern Jet Management,null,NJM
Northern Aviation,null,NLP
Northern Aviation Service,null,CMU
Northern Skies Aviation,null,NSI
Northern Thunderbird Air,null,NTA
Northern Wings,null,NWH
NorthStar Air Tours,null,GJA
Northumbria Helicopters,null,NHL
Northway Aviation,null,NAL
Northwest Aero Associates,null,NWE
Northwest Flyers,null,NWF
Northwestern Air Lease,J3,PLR
Northwinds Northern,null,NWN
Northwood Headquarters (RAF),null,NWO
Norwegian Air Argentina,DN,NAA
Norwegian Air International,D8,IBK
Norwegian,DY,NAX
Norwegian Long Haul,null,NLH
Norwegian Air Norway AS,DH*,NAN
Norwegian Air Shuttle AOC AS,null,NOZ
Norwegian Air Sweden AOC,D8,NSZ
Norwegian Air Sweden AOC AB,null,null
Air Nostrum,YW,ANE
International Notam Office,null,YNY
Notams International,null,XNT
Nouvelair Tunisie,BJ,LBT
Nouvelle Air Affaires Gabon,null,NVS
Nova Airlines,N9*,NVR
Nova West Aviation,null,WWN
NOVAIR,NG,NAI
Novajet,null,NOJ
Novgorod Air Enterprise,null,NVG
Novoair,VQ,NVQ
Novosibirsk Aviation Production Association,null,NPO
Now Airlines,null,NWX
Noy Aviation,null,NOY
Nuevo Morizonte Internacional,null,NHR
Nunasi-Central Airlines,null,NUN
Air Nunavut,null,BFF
Nusantara Air Charter,null,SJK
Nxt Jet,null,KPO
NXT Air,null,NXA
Nyxair,OJ,NYX
NZ Warbirds Association,null,WAR
OAS Helicopters,null,OHS
Oasis Flight,null,OAS
Oasis Air,null,OGA
Air Ocean Airlines,null,AOA
Ocean Air,null,BCN
Ocean Airways,null,OCW
Ocean Wings Commuter Service,null,TUK
Oceanic Air Traffic Control,null,ZOZ
Air Ocena Maroc,null,AOM
OCL Barbados,null,OCL
Odessa Aircraft Plant,null,OAZ
Airlines of Carriacou,null,COU
Airways Corporation Of New Zealand,null,XFX
OFEK,null,OFK
Ogooue Air Cargo,null,GBO
Ohio State University Flight Education Division,null,OSU
OK Business Aircraft,null,NTF
Ok-Trans,null,OKW
Okada Airlines,null,OKJ
Okay Airways,BK,OKA
"Oklahoma Department of Public Safety, Troop (O)",null,OKL
Oklahoma State University,null,OST
Old Dominion Freight LT Lines,null,FET
Olimex,null,OLX
Olimp Air,null,KVK
Olympic Broadcasting Services,null,OBC
Olympic Air,OA,OAL
Olympus Airways,null,OLY
Oman Royal Flight,null,ORF
Oman Air,WY,OMA
Omega Aerial Refueling Services,null,OME
Omni - Aviacao E Tecnologia,null,OAV
Omni-blu Aviation,O7,OMB
Omni Air Express,OY*,OAE
Omni Taxi Aereo,null,OMI
Omni Aviation Training Center,null,ONI
Omni Air Transport,null,DRL
Omniflys,null,OMF
On Air,null,ORL
On-Track Aviation,null,OTK
ONE Aviation,null,EJT
One Air,HC*,HGO
One Air,null,OAR
OneSky Chile,null,OSC
Onetime Airlines Zambia,null,OTM
Opal Air,null,OPA
Open Flight,null,OFL
Open Skies Consultative Commission (OSCC),null,OSY
Opera Jet,null,OPJ
Operaciones Aviacore,null,OPR
Operadora de Lineas Ejecutivas,null,OLE
Operadora de Transportes Aereos,null,OTP
Operadora Llaminmex,null,OLL
Operadora Turistica Aurora,null,ORR
Operation Enduring Freedom,null,LLO
Operational Aviation Services,null,OAX
Operational Support Airlift Command (OSACOM),null,JPA
Airline Operations Services,null,XAO
Orca Air,null,ORK
Ordabasy,null,RDB
Ordos General Aviation,null,CYE
Orel State Air Enterprise,null,ORM
Organizacoes Mambra,null,OML
Organization Not Allocated A Designator On An Exclusive Basis,null,YYY
Orient Airlines,null,OTR
Oriental Air Bridge,OC,ORC
Oriental Airlines,null,OAC
Orion Air Charter,null,OED
Orion Airways,null,FOH
Orion-X,null,OIX
Orlan-2000,null,KOV
Ornge Air,null,PUL
Orscom Tourist Installations Company,null,OAD
Orsha Air,null,ORH
Ortac AOC Ltd.,null,ORT
Oryx Jet,null,OJT
Oscar Jet,null,OSJ
"Oslo Politidistrikt, Helikoptertjenesten",null,HEP
OSM Aviation Academy,null,SCQ
Osob Airlines,null,OSB
Ostend Air College,null,OCO
OTT Airlines,JF,OTT
Oulun Tilauslento,null,FNL
Out of the Blue Air Safaris,null,OOT
Over Star Jets,null,OCJ
Overland Airways,OF,OLA
Owenair,null,OWE
Oxford Aviation Academy,null,OXF
Oxley Aviation,null,OAA
Oxus Airways,null,OXS
Oxygene Airways,null,OXY
Oyonnair,null,OYO
"P D Q AIR CHARTER, INC. (PONTIAC, MI)",null,PDQ
P & P Floss Pick Manufacturers,null,KTL
P80 Air,null,PMG
Pac Air,null,PCR
Paccair,null,WIS
Pacific Alaska Airlines,null,PAK
Pacific Airlines,BL,PIC
Pacific Blue,null,VBI
Pacific Air Charter,null,PRC
Pacific Coast Airlines,null,PQA
Pacific Coast Jet,null,PXT
Pacific Coastal Airlines,8P,PCO
Pacific Air Express,null,PAQ
Pacific Flight Services,null,PFA
Pacific Jet,null,PCJ
Pacific Northwest,null,PNJ
Pacific Aviation,null,PCV
Pacific Aviation Corporation,null,PCX
Pacific International Airlines,null,PFC
Pacific International Airlines,null,PIN
Pacific Rim Airways,null,PAR
Pacific Sky Aviation,null,LVW
Pacific Southwest Airlines,null,PSX
Pacific air Transport,null,PXP
Package Express,null,RCY
PACT Proair Charter Transport,null,POD
PADAVIATION,null,PVD
Paisajes Espanoles,null,PAE
Pakistan International Airlines,PK,PIA
Pakker Avio,null,PKR
PAL Aerospace,null,SPR
Air Pal Escuela de Pilotos,null,PLL
PAL Express,2P,GAP
PAL Airlines,PB,PVL
Air Palace,null,PCS
Palau Asia Pacific Airlines,null,PPC
Palau Express Airlines,P9,PXC
Palau Trans Pacific Airline,null,PTP
Pallas Aviation,null,WDE
Pambele Aviation,null,JEM
Pambele Aviation,null,PMX
Pan African Airlines Leasing Company,null,FBE
Pan African Air Services,null,PFN
Pan Am Weather Systems,null,XPA
Pan American Airways,PN*,PAA
Pan Airlines Cargo Colombia,null,PGO
Pan Europeenne,null,EUP
Pan Europeenne Air Service,null,PEA
Pan Malaysian Air Transport,null,PMA
Pan Mediterranean Aviation,null,KSH
Pan Pacific Airlines,8Y*,AAV
Pan Pacific Airlines,null,AAV
Pan Air,null,PAX
Pana Via,null,PVI
Panagra Airways,null,PGI
Air Panama,7P,PST
Panama Airways,8A,null
Panama Aircraft Rental and Sales,null,RSL
Panama International Air,null,PIW
Panamedia,null,PEI
Panavia,null,PNV
Panaviatic,null,VPC
Panellenic Airlines,null,RJB
Panh,null,PNH
PanJet,null,PHT
Pannon Air Service,null,PHU
Panorama Airways,5P,UZP
Panorama Aviation,null,PNO
Panorama Air Tour,null,PAH
Papair Terminal,null,HMP
Papillon Airways,HI,null
Air Parabat,null,PBT
Paradigm Air Operators,null,PMM
Paradise Airways,null,PAI
Air Paradise,null,PDI
Paradise Air,null,RPI
Paragon Air Express,null,PGX
Paragon Global Flight Support,null,PGF
Paragon Jets,null,PGJ
Paragon Airways,null,PFT
Parair,null,PAB
Paramount Airlines,null,PRR
Paranair,ZP,AZP
Parcel Express,null,APE
Pariz Air,null,IRE
Air Park Aviation,null,APA
Pars Air,null,PRS
Parsis,null,PIS
Air Partners Corp,null,SDE
Aviation Partners,null,WLT
Pas Airlines,null,PLE
Pascan,P6*,PSC
PassionAir,OP,DIG
Pathfinder Aviation,null,null
Pathfinder Aviation,null,PAF
Patient Airlift Services,null,PLZ
Patria Pilot Training,null,PPT
Patriot Aviation,null,BYT
Patriot Aviation,null,PTT
Patterson Aviation Company,null,ETL
Pawan Hans,null,PHE
Air Peace Hopper,null,APL
Air Peace,P4,APK
Peach,MM,APJ
Pearl Airways Compagne Haitienne,null,HPA
Pearl Air,null,PRL
Pearl Air Services,null,PBY
Pecotox Air,null,PXA
Pegas Fly,EO,KAR
Pegase Aviation,null,PGV
Pegasus Elite Aviation,null,PEG
Pegasus Helicopters,null,HAK
Pegasus,PC,PGT
Pektron,null,PKT
Pel-Air Aviation,null,PFY
Pelita Air,IP,PAS
Pen-Avia,null,PDY
PenAir,null,NLA
Penial Air,null,PEL
Peninter Aerea,null,PNE
Pennsylvania Bureau of Forestry,null,PBF
People's Liberation Army Air Force,null,CKJ
People’s,PE,PEV
PEOPLExpress,null,null
Peran,null,CVT
Perfect Aviaton,null,PEF
Perforadora Central,null,PCC
Performance Air,null,PRZ
Performance Transportacion,null,PTS
Perimeter Aviation,null,PAG
Perla Airlines,null,PLV
PerryCook Flight Services,null,PFS
Personas Y Paquetes Por Aire,null,PPQ
Peter Airlines,null,PMO
Petro Air,null,PEO
Petroleum Helicopters de Colombia,null,PHC
Petroleum Air Services,UF,PER
Petropavlovsk-Kachatsk Air,null,PTK
Petropavlovsk,null,PPV
Petty Transport,null,PTY
Air Pfunwa,null,PFU
Phantom Services,null,RDY
Phenix Jet Cayman,null,CPJ
Phenix Jet,null,RKS
Phenix Aviation,null,PHV
PHH Aviation Systems,null,XAS
PHI,null,PHM
Philippine Airlines,PR,PAL
Phillips Alaska,null,PDD
Phillips Michigan City Flying Service,null,PHL
Phoebus Apollo Zambia,null,KZM
Phoebus Apollo Aviation,null,PHB
Phoenix Aerospace,null,PIX
Phoenix Avia,null,PHY
Phoenix East Aviation,null,JED
Phoenix Flight Operations,null,XPX
Phoenix Helicopter Academy,null,BPH
Phoenix Air Group,PH*,GRB
Phoenix Aviation,null,PHG
Phoenix Aviation,null,PHN
Phoenix Air Transport,null,PPG
"PHS PREMIUM AVIATION AND HANDLING SERVICES, SOCIEDADE UNIPESSOAL LDA",null,PSU
Piedmont Airlines,PT,PDT
Pier Seven Aviation,null,PSG
Pilatus Flugzeugwerke,null,PCH
Pilatus PC-12 Center de Mexico,null,PLU
Pilbara Airlines,null,PBA
Pilot Flyskole,null,PIP
Pilot Training College,null,PTC
Pilot Training Network,null,PTO
Pimichikamac Air,null,MKS
Pineapple Air,null,PNP
Pinframat,null,PIM
Pink Sparrow,null,SOW
Pionair,PH,SFZ
Pioneer Airlines,null,PIO
Pirinair Express,null,PRN
Pittsburgh Jet Center,null,PJC
Pivot Airlines,null,null
Pivot Airlines,ZX,GGN
Pixair Survey,null,PXR
Placar Linhas Aéreas,null,PLS
Plan Aeronaves,null,PVE
Planar,null,PLN
Planemaster Services,null,PMS
Planet 9,null,PVA
Planet Airlines,null,PLQ
Planificacion y Soluciones Aereas,null,PSY
Platoon Aviation,null,PTN
Players Air,null,PYZ
PLM Dollar Group,null,PDG
Plus Ultra,PU,PUE
Plymouth Flying School,null,null
Plymouth School Of Flying,null,PSF
PNG Air,CG*,TOK
Pobeda,DP,PBD
Pocono Air Lines,null,POC
Point Airlines,null,RMI
Polar Air Cargo,PO,PAC
Polar Airlines,PI,RKA
Polaris Aviation Solutions,null,RPM
Police Aux Frontiers,null,POF
Policia Federal Preventiva,null,PFP
Polish Air Force,null,PLF
Polish Air Navigation Services Agency,null,PPU
Polish Navy,null,PNY
Polizeifliegerstaffel Nordrhein-Westfalen,null,NRW
Polizeihubschrauberstaffel Baden-Wurttemberg,null,PBW
Polizeihubschrauberstaffel Bayern,null,EDL
Polizeihubschrauberstaffel Brandenburg,null,PBB
Polizeihubschrauberstaffel Hessen,null,PHH
Polizeihubschrauberstaffel Mecklenburg-Vorpommern,null,PMV
Polizeihubschrauberstaffel Neidersachsen,null,PPH
Polizeihubschrauberstaffel Sachsen,null,PHS
Polizeihubschrauberstaffel Sachsen-Anhalt,null,PIK
"POLIZEIHUBSCHRAUBERSTAFFEL THUERINGEN, ERFURT",null,HBT
Polo Aviation,null,CUK
Air Polonia Cargo,null,APR
Polynesian Air-Ways,null,PLA
Pond Air Express,null,PND
Pont International Airline Services,null,PSI
Pool Aviation,null,PLX
PopulAir,HP,APF
Porsche Air Service,null,POS
Port Townsend Airways,null,PTQ
Porteadora de Cosola,null,POR
Porter Airlines,P3,PTR
Porter Airlines,PD,POE
Portuguese Army,null,POA
Portuguese Air Force,null,AFP
Portuguese Navy,null,PON
Poste Air Cargo,M4,MSA
Potosina Del Aire,null,PSN
Pouya Air,null,PYA
Powell Air,null,PWL
Pradhaan Air Express,6P*,PRX
Air Prague,null,PRG
Pratt And Whitney Canada,null,PWC
Precision Aircraft Management,null,PRE
Precision Air Services,PW,PRF
Predannack (RNAS),null,PDK
Air Premia,YP,APZ
PremiAir Aviation Services,null,PGL
Premier Executive Jet,null,PEJ
Premier Flight Center,null,OZT
Premier Private Jets,null,MVP
Premier Jets,null,PJI
Premier Trans Aire,3X*,null
Premium Jet,0J,PJZ
Premium Jet,null,PJV
Premium Aviation,null,PMU
Premium Air Shuttle,null,EMI
Prescott Support Company,PM*,PSK
Presidence du Faso,null,BFA
Presidencia de la Republica de Guinea Ecuatorial,null,ONM
Presidential Aviation,null,PRD
Prestige Jets Rentals,null,PJR
Prestige Air Group,null,PGR
Priester Aviation,null,PWA
Prima Aviation,null,SMP
Primac Courier,null,PMC
Prime Air,null,HGM
Prime Jet,null,JPT
Prime Aviation,null,PKZ
Prime Air,null,PRM
Prime Service Italia,null,PRT
Prime Air Services,null,PML
Primero Transportes Aereos,null,PMI
Prinair,null,PRU
Prince Aviation,null,PNC
Princely Jets,null,PJP
Princeton Aviation Corporation,null,PCN
Priority Aviation Company.,null,BCK
Priority Air Charter,null,PRY
Priv'Air,null,PVR
Privaira,null,PVO
Privajet,null,PVJ
Privatair Saudi Arabia,null,PVS
Privateair,null,FSY
Privilege Style,P6,PVG
Pro Airways,null,MMN
Pro Air Service,null,PSZ
ProAir Aviation,null,PAV
Proaviation,null,IPO
Probiuz Guinee,null,GIY
Professional Express Courier Service,null,PAD
Proflight Commuter Services,P0,PFZ
Projet Aviation,null,PJF
Projets Aviation Malta,null,POM
ProJETS Aviation Senegal,null,PEC
Promotora Alfestival,null,PMF
Promotora Industrial Totolapa SA de CV,null,PTT
Propair.,null,PRO
Propellfly,null,LBD
Propheter Aviation,null,PPA
Propstar Aviation,null,PPR
Providence Airline,null,PTL
Providence Aviation Services,null,AWD
"Province of Manitoba, Air Services Branch",null,MBT
PRT Aviation,null,PRP
PSI Air 2007,CM*,PHP
Pskov State Aviation Enterprise,null,PSW
PTL Luftfahrtunternehmen,null,KST
Publiservicios Aereos,null,PSP
"Publivoo, Publicidade E imagens Aereas Lda",null,PUV
Pueblo Bonito Air,null,BAI
Puer General Aviation,null,GUC
Puerto Rico Air National Guard,null,PNG
Puerto Rico Air Management Service Inc,null,null
Puerto Rico Air Management Services,null,PRB
Puerto Vallarta Taxi Aereo,null,TXV
Pulkovo Aircraft Services,null,PGH
Punitz Flugbetrieb,null,PUN
Punta Europa Aviacion,null,PEM
Puntavia Air Services,null,PTV
Purdue University,null,PDU
Pursuit Aviation,null,HRS
Pyramid Air Lines,null,PYR
QA Aviation,null,QAV
Qanot Sharq,HH,QNT
Qantas Airways,QF,QFA
Qantaslink,null,QLK
Qatar Amiri Flight,null,QAF
Qatar Executive,null,QQE
Qatar Airways,QR,QTR
Qayatawa Air,null,QYT
Qazaq Air,IQ,QAZ
Qeshm Air,QB,QSM
Qingdao CIMC Special Reefer,6Q,null
Qingdao Air Express General Aviation,null,QBD
Qingdao Jiutian International Flight Academy,null,QJT
Qingdao Airlines,QW,QDA
"Quadrotour Aero, Aircompany",null,ODR
Quadrotur Aero,null,QDR
Quality Fly,null,QFY
Quanta Aviation Services,null,PWR
Quantex Environmental,null,QTX
Aviation Quebec Labrador,null,QLA
Queen Bilqis Airways,QA,QBA
Queens Air,null,null
Quest Diagnostics,null,LBQ
Quest Mexicana,null,QMX
Quick Airways Holland,null,QAH
Quick Air Jet Charter,null,QAJ
Quick Air-Trans,null,HQA
Quickjet Aviation,null,QJA
Quicknet Air,null,QUN
Quikjet Airlines,QO,FQA
Quisqueya Airlines,null,QAS
Qurinea Air Service,null,QAQ
Qwest Commuter Corporation,null,QCC
Qwestair,null,QWA
R1 Airlines,null,TSH
RA Jet Aeroservicios,null,RJT
Rabbit Wings Airways,null,TRB
Race Cargo Airlines,null,RCN
Rada Airlines,null,RDA
Rader Aviation,null,GBR
Radixx Solutions International,1D,null
RAF-Avia,MT*,MTL
RAF Gliding Squadron (SLG),null,VGL
RAF-HQSTC (Air Transport),null,RRR
Rainbow Cargo Express,null,RBO
Rainbow Air,null,TZR
Rainbow International Airlines,null,WES
Raindo United Services,R0,RBF
Raji Airlines,null,RAJ
RAM Aircraft Corpration,null,RMT
RAM Express,null,RXP
Ramp 66,null,PPK
Rano Air,R4,RAN
Air Rarotonga,GZ,null
RAS,null,RAS
Raslan Air Service,null,MWR
Ratkhan Air,null,CSM
Raven Air,null,RVA
Raven Air,null,RVN
Raven Air Ltd.,null,RVR
RAVN Aerospace,null,VUS
Ravn Alaska,7H,RVF
Ray Aviation,null,REI
Raya Airways,TH,RMY
Raytheon Aircraft Company,null,RTN
RCS Services,null,EVC
Rea Sea Aviation,null,RDV
Reach Air Medical Services,null,REH
Real Aero Club de Reus-Costa Dorada,null,CDT
Real Aero Club de Baleares,null,RCB
Real Aero Club De Vizcaya,null,VCB
Real Aero Club de Jerez,null,VCC
Real Aeroclub de Navarra,null,RAY
Real Aeroclub Zaragoza,null,RAZ
Real Aeroclub de Tenerife,null,RCD
Real Aeroclub de Valencia,null,RCL
Real Aeroclub de Gran Canaria,null,RGK
Real Aeroclub de Lleida,null,RLC
Real Aerolub de Malaga,null,RAO
Real Aviation,null,RLV
Real Tonga Airline,null,RLT
Really Cool Airlines,null,LUV
Rebus,null,REB
Rectimo Air Transports,null,RTO
Rectrix Aviation,null,RIX
Red Arrows Display Squadron,null,SAK
Red Barn Operations,null,RDN
Red Baron Aviation,null,RBN
Red Cross,null,RED
Red Devils Parachute Display Team,null,DEV
Red Air,L5,REA
Red Aviation,null,PSH
Red Rock Flight School,null,ROK
Red Sea Airlines,4S,RSX
Red Sky Ventures,null,RSV
Red Wing Aeroplance Company,null,LAK
Red Wings,null,RWN
Red Wings Airlines,WZ,RWZ
Redding Aero Enterprises,null,BXR
Redemption Inc.,2O*,null
Redhill Aviation,null,RHC
Redstar Aviation,null,RHH
Reef Air,null,REF
Reem Air,null,REK
Reeve Air Alaska,null,RVV
Regency Jet,null,LJC
Regency Air,null,RGY
Regent Airways,null,RGE
Region Aero,null,RAH
Regional Geodata Air,null,JJM
Regional Linhas Aeréas,null,RGO
Regional Linhas Aereas,null,RZB
Regional Air,null,RAW
Regional Air,null,RGB
Regional Air,null,RIL
Regional Air Services,8N,REG
Regional Air Services,null,RTZ
REGIONAL Sky,4P,null
Reignwood Asia Aviation,null,ICU
Reliable Airlines,null,HPN
Reliance Aviation,null,REL
Reliant Air Charter,null,RLI
Relief Transport Services,null,RTS
Rely,null,RTG
Renegade Air,null,RNG
Renfe Viajeros,4R,null
Rennia Aviation,null,RNI
Renown Aviation,null,RGS
Rentavion,null,RNT
Air-Rep,null,XPR
Repetitive Flight Plan Office,null,ZBZ
Republic of Korea Air Force,null,null
Republic Of Singapore Air Force,null,SAF
Republic Airline,YX,RPA
Republicair,null,RBC
Rescue Co-Ordination Centre,null,YCY
Resort Air,null,RST
Reut Airways,null,RUT
Revilo Aerospace,null,RLO
Revv Aviation,null,FRV
rex. Regional Express,ZL,RXA
Reynolds Jet Management,null,RJE
RG Aviation,null,RGV
Ricardo Hein B (Aerohein),null,HEI
Rich International Airways,null,RIA
Richards Aviation,null,RVC
Richardson's Airway,null,RIC
Richland Aviation,null,RCA
Richmor Aviation,null,RJC
Richy Slylark,null,WHH
Rick Lucas Helicopters,null,HPR
Riga Airclub,null,RAK
Riga Airlines,null,RIG
Rikspolisstyrelsen,null,POL
RIMBUN AIR,RI,OEY
Rimrock Airlines,null,RIM
Rio Baker,null,RBK
Rio Air Express,null,SKA
Rio Airways,null,REO
Rise Air,null,null
Rivaflecha S.L. (BKS Air),null,CKM
River Ministries Air Charter Services,null,RVM
River State Government of Nigeria,null,RGP
Riverside Charter,null,JLF
Riyadh Air,null,RXI
Rizhao Ruixiang Flight Training,null,RXF
RJM Aviation,null,RKW
"RKC Progress, Air Company",null,PSS
RMC Group Services,null,RMC
Roadrunner Aviation,null,MMU
Air Roberval,null,RBV
Robex Centre Collecteur / Centro Colector / Collection Centre,null,YPY
"Rockair, Société",null,RKR
Rocky Mountain,null,LIF
Rocky Mountain Airways,null,RMA
Rocky Mountain Airlines,null,ROC
Rodze Air,null,RDZ
Rollins Air,null,RAV
Rollright Aviation,null,RRZ
Rolls Royce,null,BTU
Rolls Royce,null,RRL
Romaero,null,RMR
Romanian Air Force,null,ROF
ROMCargo Airlines,NJ*,RCR
Ronnair,null,RIR
Ronso,null,RNS
Roraima Airways,null,ROR
Rose Air,null,REM
Rosneft-Baltika,null,RNB
Rossair,null,RFS
Rossair,null,RSS
Rossiya Airlines,FV,SDM
Rostvertol-Avia Airline,null,RVT
Rosuertol,null,RUZ
Roswell Airlines,null,RAL
Rotana Jet,RG,RJD
Rotation International Air Services,null,RAR
Rotorjet,null,RJJ
Rotorsun,null,RTH
Roy Ritter Sky Dive,null,ROY
Royal American Airways,null,RLM
Royal Australian Air Force,null,ASY
Royal Bahrain Airlines,null,RYB
Royal Belau Airways,null,RBL
Royal Air,null,BNR
Royal Brunei Airlines,BI,RBA
Royal Canadian Mounted Police,null,SST
Royal Air Cargo,null,RCG
Royal Air Charters,null,RAC
Royal Eswatini National Airways,RN,SZL
