tailnum,type,manufacturer,issue_date,model,status,aircraft_type,engine_type,year
N14336,Corporation,BOEING,2007-06-20,737-3TO,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1987
N14337,Corporation,BOEING,2007-04-17,737-3TO,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1987
N14341,Corporation,BOEING,2007-04-17,737-3TO,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1987
N14342,Corporation,BOEING,2007-04-17,737-3TO,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1987
N14346,Corporation,BOEING,1987-09-15,737-3TO,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1987
N14347,Corporation,BOEING,1987-10-16,737-3TO,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1987
N14358,Corporation,BOEING,2001-03-22,737-3TO,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1988
N143DA,Corporation,BOEING,1998-10-16,767-332,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
N144DA,Corporation,BOEING,1999-05-14,767-332,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
N14505,Corporation,EMBRAER,2000-10-31,EMB-135ER,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1999
N14508,Corporation,EMBRAER,2000-11-01,EMB-135ER,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2000
N14514,Corporation,EMBRAER,2000-10-31,EMB-135LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
N14516,Corporation,EMBRAER,2000-10-31,EMB-135LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
N14522,Corporation,EMBRAER,2001-02-07,EMB-135LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
N14542,Corporation,EMBRAER,2002-05-30,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
N14543,Corporation,EMBRAER,2002-05-30,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
N14562,Corporation,EMBRAER,2002-06-27,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
N14568,Corporation,EMBRAER,2003-06-24,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
N14570,Corporation,EMBRAER,2003-06-24,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
N14573,Corporation,EMBRAER,2002-10-01,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
N14601,Corporation,BOEING,1994-02-11,737-524,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1994
N14604,Corporation,BOEING,1994-02-16,737-524,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1994
N14605,Corporation,BOEING,1994-03-02,737-524,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1994
N14609,Corporation,BOEING,1994-05-05,737-524,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1994
N14613,Corporation,BOEING,1994-07-26,737-524,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1994
N14628,Corporation,BOEING,1995-04-19,737-524,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1995
N14629,Corporation,BOEING,1995-05-30,737-524,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1965
N14639,Corporation,BOEING,1997-08-01,737-524,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1997
N14645,Corporation,BOEING,1997-10-01,737-524,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1997
N14652,Corporation,BOEING,1998-01-23,737-524,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
N14653,Corporation,BOEING,1998-01-27,737-524,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
N14654,Corporation,BOEING,1998-02-11,737-524,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
N14655,Corporation,BOEING,1998-02-12,737-524,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
N14664,Corporation,BOEING,2008-05-15,737-524,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
N14667,Corporation,BOEING,1998-10-01,737-524,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
N14668,Corporation,BOEING,1998-10-20,737-524,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
N14704,Corporation,BOEING,1998-04-27,737-724,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1998
N14731,Corporation,BOEING,1999-09-30,737-724,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1999
N14735,Corporation,BOEING,1999-09-23,737-724,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1999
N14902,Corporation,EMBRAER,2002-07-03,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
N14904,Corporation,EMBRAER,2002-07-03,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
N14905,Corporation,EMBRAER,2002-07-03,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
N14907,Corporation,EMBRAER,2002-05-31,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
N14916,Corporation,EMBRAER,2001-04-19,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
N14920,Corporation,EMBRAER,2001-01-30,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
N14923,Corporation,EMBRAER,2000-10-30,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
N14925,Corporation,EMBRAER,1997-11-29,EMB-145EP,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1996
N14930,Corporation,EMBRAER,1997-12-03,EMB-145EP,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1997
N14933,Corporation,EMBRAER,1997-10-20,EMB-145EP,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1997
N14937,Corporation,EMBRAER,1998-02-23,EMB-145EP,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1997
N14938,Corporation,EMBRAER,1998-02-23,EMB-145EP,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1997
N14939,Corporation,EMBRAER,1998-02-23,EMB-145EP,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1997
N14940,Corporation,EMBRAER,1998-02-23,EMB-145EP,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1997
N14942,Corporation,EMBRAER,1998-07-22,EMB-145EP,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1997
N14943,Corporation,EMBRAER,1998-07-22,EMB-145EP,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1998
N14945,Corporation,EMBRAER,1998-07-22,EMB-145EP,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1998
N14947,Corporation,EMBRAER,1998-07-22,EMB-145EP,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1998
N14950,Corporation,EMBRAER,1999-06-17,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
N14952,Corporation,EMBRAER,1999-01-04,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
N14953,Corporation,EMBRAER,1998-12-31,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
N14959,Corporation,EMBRAER,1999-01-04,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
N14960,Corporation,EMBRAER,1998-12-31,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
N14972,Corporation,EMBRAER,1999-09-17,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
N14974,Corporation,EMBRAER,1999-09-17,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
N14977,Corporation,EMBRAER,2000-10-20,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
N14991,Corporation,EMBRAER,2000-10-20,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
N14993,Corporation,EMBRAER,2000-10-20,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
N14998,Corporation,EMBRAER,2000-10-30,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
N149AT,Corporation,BOEING,2004-07-16,737-76N,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2004
N1501P,Corporation,BOEING,1997-04-22,767-3P6,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1990
N152DL,Corporation,BOEING,1997-02-26,767-3P6,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1990
N153DL,Corporation,BOEING,1997-02-14,767-3P6,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1990
N154AW,Corporation,BOEING,1999-08-25,737-3G7,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1987
N154DL,Corporation,BOEING,1997-05-01,767-3P6,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1991
N154SF,Corporation,CANADAIR,2003-01-13,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1996
N15509,Corporation,EMBRAER,2000-10-31,EMB-135ER,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2000
N15527,Corporation,EMBRAER,2001-04-05,EMB-135LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
N15572,Corporation,EMBRAER,2002-10-02,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
N155AW,Corporation,BOEING,1999-08-25,737-3G7,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1987
N155DL,Corporation,BOEING,1997-06-13,767-3P6,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1991
N15659,Corporation,BOEING,2008-02-04,737-524,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
N156AW,Corporation,BOEING,1999-08-25,737-3G7,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1987
N156DL,Corporation,BOEING,1997-07-22,767-3P6,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1991
N15710,Corporation,BOEING,1998-09-01,737-724,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1998
N15712,Corporation,BOEING,1998-09-25,737-724,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1998
N157AW,Corporation,BOEING,1999-08-25,737-3G7,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1987
N158AW,Corporation,BOEING,1999-08-25,737-3G7,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1987
N15910,Corporation,EMBRAER,2001-06-20,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
N15912,Corporation,EMBRAER,2001-05-24,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
N15926,Corporation,EMBRAER,1997-11-29,EMB-145EP,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1996
N15932,Corporation,EMBRAER,1997-12-03,EMB-145EP,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1997
N15941,Corporation,EMBRAER,1998-02-25,EMB-145EP,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1997
N15948,Corporation,EMBRAER,1998-07-22,EMB-145EP,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1998
N15973,Corporation,EMBRAER,1999-09-17,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
N15980,Corporation,EMBRAER,2000-10-20,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
N15983,Corporation,EMBRAER,2000-10-20,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
N15985,Corporation,EMBRAER,2000-10-30,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
N15986,Corporation,EMBRAER,2000-10-20,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
N1602,Corporation,BOEING,1999-01-25,767-332,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
N1603,Corporation,BOEING,1999-02-08,767-332,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
N1604R,Corporation,BOEING,1999-04-29,767-332,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
N1605,Corporation,BOEING,1999-08-16,767-332,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
N16065,Corporation,BOEING,1999-06-14,767-332,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
N1607B,Corporation,BOEING,2000-04-24,767-332,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
N1608,Corporation,BOEING,2000-04-24,767-332,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
N1609,Corporation,BOEING,2000-04-26,767-332,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
N160AW,Corporation,BOEING,2006-02-28,737-3G7,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1988
N1610D,Corporation,BOEING,2000-04-27,767-332,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
N16112,Corporation,EMBRAER,2003-06-25,EMB-145XR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
N1611B,Corporation,BOEING,2000-05-16,767-332,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
N1612T,Corporation,BOEING,2001-06-01,767-332,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
N1613B,Corporation,BOEING,2001-08-13,767-332,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
N16147,Corporation,EMBRAER,2003-09-10,EMB-145XR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
N16149,Corporation,EMBRAER,2003-10-10,EMB-145XR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
N16151,Corporation,EMBRAER,2003-11-12,EMB-145XR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
N16170,Corporation,EMBRAER,2004-09-23,EMB-145XR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2004
N16178,Corporation,EMBRAER,2005-02-16,EMB-145XR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
N16183,Corporation,EMBRAER,2005-05-18,EMB-145XR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
N161UW,Corporation,AIRBUS INDUSTRIE,2001-01-18,A321-211,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2001
N16217,Corporation,BOEING,1998-08-03,737-824,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
N16234,Corporation,BOEING,1999-08-06,737-824,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
N162UW,Corporation,AIRBUS INDUSTRIE,2001-02-15,A321-211,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2001
N16301,Corporation,BOEING,2006-04-07,737-3TO,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1985
N16310,Corporation,BOEING,1985-09-26,737-3TO,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1985
N16339,Corporation,BOEING,2001-03-28,737-3TO,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1987
N163US,Corporation,AIRBUS INDUSTRIE,2001-03-01,A321-211,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2001
N164AW,Corporation,BOEING,2006-07-06,737-33A,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1986
N16501,Corporation,EMBRAER,2000-11-01,EMB-135ER,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1999
N16502,Corporation,EMBRAER,2000-11-01,EMB-135ER,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1999
N16510,Corporation,EMBRAER,2000-11-01,EMB-135ER,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2000
N16511,Corporation,EMBRAER,2000-10-31,EMB-135ER,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2000
N16520,Corporation,EMBRAER,2001-01-18,EMB-135LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
N16525,Corporation,EMBRAER,2001-03-21,EMB-135LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
N16541,Corporation,EMBRAER,2002-05-30,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
N16546,Corporation,EMBRAER,2002-05-30,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
N16559,Corporation,EMBRAER,2002-06-12,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
N16561,Corporation,EMBRAER,2002-06-27,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
N16571,Corporation,EMBRAER,2002-10-02,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
N165US,Corporation,AIRBUS INDUSTRIE,2001-02-21,A321-211,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2001
N16607,Corporation,BOEING,1994-04-07,737-524,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1994
N16618,Corporation,BOEING,1994-09-27,737-524,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1994
N16632,Corporation,BOEING,1995-07-12,737-524,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1995
N16642,Corporation,BOEING,1997-09-18,737-524,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1997
N16646,Corporation,BOEING,1997-12-02,737-524,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1997
N16647,Corporation,BOEING,1997-11-25,737-524,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1997
N16648,Corporation,BOEING,1997-12-05,737-524,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1997
N16649,Corporation,BOEING,1997-12-22,737-524,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1997
N16650,Corporation,BOEING,1997-12-24,737-524,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1997
N166AT,Corporation,BOEING,2004-09-15,737-7BD,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2004
N166AW,Corporation,BOEING,2006-07-06,737-33A,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1986
N16701,Corporation,BOEING,1998-03-30,737-724,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1998
N16703,Corporation,BOEING,1998-04-08,737-724,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1998
N16709,Corporation,BOEING,1998-09-01,737-724,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1998
N16713,Corporation,BOEING,1998-09-25,737-724,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1998
N16732,Corporation,BOEING,1999-08-25,737-724,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1999
N167AT,Corporation,BOEING,2004-10-12,737-7BD,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2004
N167US,Corporation,AIRBUS INDUSTRIE,2001-03-26,A321-211,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2001
N168AT,Corporation,BOEING,2004-09-29,737-76N,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2004
N168AW,Corporation,BOEING,2006-07-06,737-33A,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1986
N16911,Corporation,EMBRAER,2001-06-12,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
N16918,Corporation,EMBRAER,2001-03-07,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
N16919,Corporation,EMBRAER,2001-02-22,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
N16927,Corporation,EMBRAER,1997-11-29,EMB-145EP,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1996
N16944,Corporation,EMBRAER,1998-07-22,EMB-145EP,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1998
N16951,Corporation,EMBRAER,1999-01-04,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
N16954,Corporation,EMBRAER,1999-01-04,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
N16961,Corporation,EMBRAER,1999-06-17,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
N16963,Corporation,EMBRAER,1999-06-17,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
N16976,Corporation,EMBRAER,2000-10-20,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
N16981,Corporation,EMBRAER,2000-10-20,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
N16987,Corporation,EMBRAER,2000-10-20,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
N16999,Corporation,EMBRAER,2000-10-30,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
N169AT,Corporation,BOEING,2004-11-16,737-76N,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2004
N169DZ,Corporation,BOEING,1998-06-19,767-332,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
N169UW,Corporation,AIRBUS INDUSTRIE,2001-03-22,A321-211,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2001
N170US,Corporation,AIRBUS INDUSTRIE,2001-05-21,A321-211,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2001
N17104,Corporation,BOEING,1994-08-01,757-224,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1994
N17105,Corporation,BOEING,1994-08-19,757-224,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1994
N17108,Corporation,EMBRAER,2003-06-25,EMB-145XR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
N17115,Corporation,EMBRAER,2003-06-26,EMB-145XR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
N17122,Corporation,BOEING,1997-08-14,757-224,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1997
N17126,Corporation,BOEING,1998-02-20,757-224,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1998
N17128,Corporation,BOEING,1998-03-20,757-224,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1998
N17133,Corporation,BOEING,1998-12-23,757-224,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1998
N17138,Corporation,EMBRAER,2003-05-28,EMB-145XR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
N17139,Corporation,BOEING,2000-02-07,757-224,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2000
N17146,Corporation,EMBRAER,2003-08-25,EMB-145XR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2003
N17156,Corporation,CANADAIR,1997-08-20,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1996
N17159,Corporation,EMBRAER,2004-03-17,EMB-145XR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2004
N17169,Corporation,EMBRAER,2004-09-01,EMB-145XR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2004
N17175,Corporation,CANADAIR,1998-01-07,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1997
N17185,Corporation,EMBRAER,2005-06-15,EMB-145XR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
N17196,Corporation,EMBRAER,2005-12-14,EMB-145XR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
N171DN,Corporation,BOEING,1990-06-12,767-332,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1990
N171DZ,Corporation,BOEING,1998-09-14,767-332,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
N171US,Corporation,AIRBUS INDUSTRIE,2001-04-10,A321-211,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2001
N17229,Corporation,BOEING,1999-06-07,737-824,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
N17231,Corporation,CANADAIR,1999-07-01,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1998
N17233,Corporation,BOEING,1999-07-27,737-824,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
N17244,Corporation,BOEING,1999-11-03,737-824,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
N17245,Corporation,BOEING,1999-11-08,737-824,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
N17275,Corporation,BOMBARDIER INC,1999-12-28,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
N172DN,Corporation,BOEING,1990-06-25,767-332,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1990
N172DZ,Corporation,BOEING,1998-09-25,767-332,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
N172US,Corporation,AIRBUS INDUSTRIE,2001-04-24,A321-211,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2001
N17321,Corporation,BOEING,2004-02-17,737-3TO,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1986
N17326,Corporation,BOEING,2008-06-13,737-3TO,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1986
N17328,Corporation,BOEING,1986-08-08,737-3TO,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1986
N17329,Corporation,BOEING,2004-07-16,737-3TO,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1986
N17337,Corporation,BOMBARDIER INC,2000-07-03,CL-600-2B19,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
N17344,Corporation,BOEING,2007-04-17,737-3TO,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1987
N17345,Corporation,BOEING,2007-04-17,737-3TO,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1987
N17356,Corporation,BOEING,2004-09-02,737-3TO,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1988
N173AT,Corporation,BOEING,2005-01-03,737-76N,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2004
N173DN,Corporation,BOEING,1990-07-03,767-332,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1990
N173DZ,Corporation,BOEING,1998-11-03,767-332,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
N173UA,Corporation,BOEING,2004-08-19,747-422,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1989
N173US,Corporation,AIRBUS INDUSTRIE,2001-04-30,A321-211,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2001
N174AT,Corporation,BOEING,2005-01-25,737-76N,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2004
N174DN,Corporation,BOEING,1990-07-25,767-332,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1990
N174DZ,Corporation,BOEING,1998-11-06,767-332,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
N174UA,Corporation,BOEING,1990-01-23,747-422,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1990
N17507,Corporation,EMBRAER,2000-10-31,EMB-135ER,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2000
N17513,Corporation,EMBRAER,2000-10-31,EMB-135LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
N17521,Corporation,EMBRAER,2001-01-25,EMB-135LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
N17524,Corporation,EMBRAER,2001-03-14,EMB-135LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
N17560,Corporation,EMBRAER,2002-06-20,EMB-145LR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
N175AT,Corporation,BOEING,2005-02-03,737-76N,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2004
N175AW,Corporation,BOEING,2006-07-05,737-33A,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1987
N175DN,Corporation,BOEING,1990-07-27,767-332,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1990
N175DZ,Corporation,BOEING,1999-03-05,767-332,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1999
N175UA,Corporation,BOEING,2006-02-24,747-422,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1990
N17619,Corporation,BOEING,1994-10-28,737-524,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1994
